Model,Alternative,Matrix,Index1,Index2,Value,Comment,Comment2,Comment3,Comment4,Comment5,End
TripMatrix,H:T,CVM_AM:HT,tripOut,6,9,Light 6:00 to 9:00,toll,,CVM_AM:HT,,End
TripMatrix,H:T,CVM_MD:HT,tripOut,9,15.5,Light 9 to 15:30,toll,,CVM_MD:HT,,End
TripMatrix,H:T,CVM_PM:HT,tripOut,15.5,19,Light 15:30 to 19:00,toll,,CVM_PM:HT,,End
TripMatrix,H:T,CVM_EV:HT,tripOut,19,27,Light 19:00 to 03:00,toll,,CVM_EV:HT,,End
TripMatrix,H:T,CVM_EV:HT,tripOut,0,3,Light 19:00 to 03:00,toll,,CVM_EV:HT,,End
TripMatrix,L:NT,CVM_EA:LNT,tripOut,3,6,Light 3:00 to 6:00,nontoll,,CVM_EA:LNT,,End
TripMatrix,L:NT,CVM_AM:LNT,tripOut,6,9,Light 6:00 to 9:00,nontoll,,CVM_AM:LNT,,End
TripMatrix,L:NT,CVM_MD:LNT,tripOut,9,15.5,Light 9 to 15:30,nontoll,,CVM_MD:LNT,,End
TripMatrix,L:NT,CVM_PM:LNT,tripOut,15.5,19,Light 15:30 to 19:00,nontoll,,CVM_PM:LNT,,End
TripMatrix,L:NT,CVM_EV:LNT,tripOut,19,24,Light 19:00 to 03:00,nontoll,,CVM_EV:LNT,,End
TripMatrix,L:NT,CVM_EV:LNT,tripOut,0,3,Light 19:00 to 03:00,nontoll,,CVM_EV:LNT,,End
TripMatrix,I:NT,CVM_EA:INT,tripOut,3,6,Light 3:00 to 6:00,nontoll,,CVM_EA:INT,,End
TripMatrix,I:NT,CVM_AM:INT,tripOut,6,9,Light 6:00 to 9:00,nontoll,,CVM_AM:INT,,End
TripMatrix,I:NT,CVM_MD:INT,tripOut,9,15.5,Light 9 to 15:30,nontoll,,CVM_MD:INT,,End
TripMatrix,I:NT,CVM_PM:INT,tripOut,15.5,19,Light 15:30 to 19:00,nontoll,,CVM_PM:INT,,End
TripMatrix,I:NT,CVM_EV:INT,tripOut,19,24,Light 19:00 to 03:00,nontoll,,CVM_EV:INT,,End
TripMatrix,I:NT,CVM_EV:INT,tripOut,0,3,Light 19:00 to 03:00,nontoll,,CVM_EV:INT,,End
TripMatrix,M:NT,CVM_EA:MNT,tripOut,3,6,Light 3:00 to 6:00,nontoll,,CVM_EA:MNT,,End
TripMatrix,M:NT,CVM_AM:MNT,tripOut,6,9,Light 6:00 to 9:00,nontoll,,CVM_AM:MNT,,End
TripMatrix,M:NT,CVM_MD:MNT,tripOut,9,15.5,Light 9 to 15:30,nontoll,,CVM_MD:MNT,,End
TripMatrix,M:NT,CVM_PM:MNT,tripOut,15.5,19,Light 15:30 to 19:00,nontoll,,CVM_PM:MNT,,End
TripMatrix,M:NT,CVM_EV:MNT,tripOut,19,27,Light 19:00 to 03:00,nontoll,,CVM_EV:MNT,,End
TripMatrix,M:NT,CVM_EV:MNT,tripOut,0,3,Light 19:00 to 03:00,nontoll,,CVM_EV:MNT,,End
TripMatrix,H:NT,CVM_EA:HNT,tripOut,3,6,Light 3:00 to 6:00,nontoll,,CVM_EA:HNT,,End
TripMatrix,H:NT,CVM_AM:HNT,tripOut,6,9,Light 6:00 to 9:00,nontoll,,CVM_AM:HNT,,End
TripMatrix,H:NT,CVM_MD:HNT,tripOut,9,15.5,Light 9 to 15:30,nontoll,,CVM_MD:HNT,,End
TripMatrix,H:NT,CVM_PM:HNT,tripOut,15.5,19,Light 15:30 to 19:00,nontoll,,CVM_PM:HNT,,End
TripMatrix,H:NT,CVM_EV:HNT,tripOut,19,27,Light 19:00 to 03:00,nontoll,,CVM_EV:HNT,,End
TripMatrix,H:NT,CVM_EV:HNT,tripOut,0,3,Light 19:00 to 03:00,nontoll,,CVM_EV:HNT,,End
LandUseTypeCode,,CVM_LU_Type,,,0,land use type code, ,,LandUseTypeCode,,End
ShipNoShip,NoShip,,,,0,,,,,,
ShipNoShip,Ship,,,,0.0176,,,,,,
ShipNoShip,Ship,CVM_LU_Res,,,0,,,,,,
ShipNoShip,Ship,CVM_LU_Ret,,,0.2937,,,,,,
ShipNoShip,Ship,CVM_LU_Ind,,,0,,,,,,
ShipNoShip,Ship,CVM_LU_Emp,,,0.2942,,,,,,
ShipNoShip,Ship,REZone,,,-0.8221,,,,,,
ShipNoShip,Ship,PctIN,,,0,,,,,,
ShipNoShip,Ship,PctWH,,,4.934,,,,,,
ShipNoShip,Ship,PctRE,,,-0.9041,,,,,,
ShipNoShip,Ship,PctSV,,,-0.5956,,,,,,
ShipNoShip,Ship,PctTH,,,0,,,,,,
ShipNoShip,Ship,CUGen,,,0,,,,,,
GenPerEmployee,Gen,,,,-3.3526,,,,,,
GenPerEmployee,Gen,CVM_LU_Low,,,0,,,,,,
GenPerEmployee,Gen,CVM_LU_Res,,,0.4932,,,,,,
GenPerEmployee,Gen,CVM_LU_Ret,,,0,,,,,,
GenPerEmployee,Gen,CVM_LU_Ind,,,0,,,,,,
GenPerEmployee,Gen,CVM_LU_Emp,,,0.073,,,,,,
GenPerEmployee,Gen,PctIN,,,0,,,,,,
GenPerEmployee,Gen,PctWH,,,0.6118,,,,,,
GenPerEmployee,Gen,PctRE,,,0,,,,,,
GenPerEmployee,Gen,PctSV,,,0.6922,,,,,,
GenPerEmployee,Gen,PctTH,,,0,,,,,,
GenPerEmployee,Gen,LnJobs30,,,-0.0752,,,,,,
GenPerEmployee,Gen,CUTimeOD,,,0.3097,,,,,,
TourTOD,OE,top,nest,,0,,,,,,
TourTOD,AM,top,nest,,0,,,,,,
TourTOD,MD,10,nest,,0,,,,,,
TourTOD,PM,10,nest,,0,,,,,,
TourTOD,OL,top,nest,,0,,,,,,
TourTOD,10,top,nest,,0.5182,,,,,,
TourTOD,OE,,,,-1.862,,,,,,
TourTOD,OE,CVM_LU_Res,,,0,,,,,,
TourTOD,OE,CVM_LU_Ind,,,0.702,,,,,,
TourTOD,OE,CVM_LU_Emp,,,0,,,,,,
TourTOD,OE,Over3K_IN,,,0,,,,,,
TourTOD,OE,Over3K_RE,,,0.6183,,,,,,
TourTOD,OE,Over3K_SV,,,0,,,,,,
TourTOD,OE,PctIN,,,0,,,,,,
TourTOD,OE,PctRE,,,-6.749,,,,,,
TourTOD,OE,PctSV,,,0,,,,,,
TourTOD,OE,PctTH,,,0,,,,,,
TourTOD,OE,CUPurpVeh,,,0,,,,,,
TourTOD,AM,,,,-2.1093,,,,,,
TourTOD,AM,CVM_LU_Res,,,0,,,,,,
TourTOD,AM,CVM_LU_Ind,,,0.377,,,,,,
TourTOD,AM,CVM_LU_Emp,,,0,,,,,,
TourTOD,AM,Over3K_IN,,,0,,,,,,
TourTOD,AM,Over3K_WH,,,0,,,,,,
TourTOD,AM,Over3K_SV,,,0,,,,,,
TourTOD,AM,PctRE,,,-0.3089,,,,,,
TourTOD,AM,PctSV,,,0,,,,,,
TourTOD,AM,PctTH,,,0,,,,,,
TourTOD,AM,CUPurpVeh,,,0.8392,,,,,,
TourTOD,MD,,,,1.1158,,,,,,
TourTOD,MD,CUPurpVeh,,,0.8392,,,,,,
TourTOD,PM,,,,-0.8838,,,,,,
TourTOD,PM,CVM_LU_Ret,,,-0.9184,,,,,,
TourTOD,PM,CVM_LU_Ind,,,0.9404,,,,,,
TourTOD,PM,CVM_LU_Emp,,,0,,,,,,
TourTOD,PM,PctWH,,,0,,,,,,
TourTOD,PM,PctRE,,,2.164,,,,,,
TourTOD,PM,REZone,,,0,,,,,,
TourTOD,PM,CUPurpVeh,,,0.8392,,,,,,
TourTOD,OL,,,,-1.364,,,,,,
TourTOD,OL,CVM_LU_Res,,,0.9369,,,,,,
TourTOD,OL,CVM_LU_Ind,,,-1.186,,,,,,
TourTOD,OL,Over3K_WH,,,0,,,,,,
TourTOD,OL,PctIN,,,0,,,,,,
TourTOD,OL,PctRE,,,1.381,,,,,,
TourTOD,OL,CUPurpVeh,,,0,,,,,,
VehicleTourType,HG,47,nest,,0,,,,,,End
VehicleTourType,HO,47,nest,,0,,,,,,End
VehicleTourType,HS,47,nest,,0,,,,,,End
VehicleTourType,LG,48,nest,,0,,,,,,End
VehicleTourType,LO,49,nest,,0,,,,,,End
VehicleTourType,LS,48,nest,,0,,,,,,End
VehicleTourType,IG,48,nest,,0,,,,,,End
VehicleTourType,IO,49,nest,,0,,,,,,End
VehicleTourType,IS,48,nest,,0,,,,,,End
VehicleTourType,MG,49,nest,,0,,,,,,End
VehicleTourType,MO,top,nest,,0,,,,,,End
VehicleTourType,MS,top,nest,,0,,,,,,End
VehicleTourType,47,top,nest,0.425,0.425,,,,,,End
VehicleTourType,48,top,nest,0.8469,0.8469,,,,,,End
VehicleTourType,49,top,nest,0.857,0.857,,,,,,End
VehicleTourType,LG,,,,0,Calibration Constant,,,,,End
VehicleTourType,LO,,,,0,Calibration Constant,,,,,End
VehicleTourType,LS,,,,0,Calibration Constant,,,,,End
VehicleTourType,IG,,,,0,Calibration Constant,,,,,End
VehicleTourType,IO,,,,0,Calibration Constant,,,,,End
VehicleTourType,IS,,,,0,Calibration Constant,,,,,End
VehicleTourType,MG,,,,0,Calibration Constant,,,,,End
VehicleTourType,MO,,,,0,Calibration Constant,,,,,End
VehicleTourType,MS,,,,0,Calibration Constant,,,,,End
VehicleTourType,HS,,,,0,Calibration Constant,,,,,End
VehicleTourType,HG,,,,0,Calibration Constant,,,,,End
VehicleTourType,HO,,,,0,Calibration Constant,,,,,End
VehicleTourType,LS,Acc_LE,origin,,0.000007191,Employment Accessibility - Light,,,,,End
VehicleTourType,LG,Acc_LE,origin,,0.000007191,Employment Accessibility - Light,,,,,End
VehicleTourType,LO,Acc_LE,origin,,0.000007191,Employment Accessibility - Light,,,,,End
VehicleTourType,IS,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,IG,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,IO,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,MS,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,MG,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,MO,Acc_ME,origin,,0.000007191,Employment Accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,HS,Acc_HE,origin,,0.000007191,Employment Accessibility - Heavy,,,,,End
VehicleTourType,HG,Acc_HE,origin,,0.000007191,Employment Accessibility - Heavy,,,,,End
VehicleTourType,HO,Acc_HE,origin,,0.000007191,Employment Accessibility - Heavy,,,,,End
VehicleTourType,LS,Acc_LP,origin,,0.000007191,Population accessibility - Light,,,,,End
VehicleTourType,LG,Acc_LP,origin,,0.000007191,Population accessibility - Light,,,,,End
VehicleTourType,LO,Acc_LP,origin,,0.000007191,Population accessibility - Light,,,,,End
VehicleTourType,IS,Acc_MP,origin,,0.000007191,Population Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,IG,Acc_MP,origin,,0.000007191,Population Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,IO,Acc_MP,origin,,0.000007191,Population Accessibility - Medium Lesser 9.6T,,,,,End
VehicleTourType,MS,Acc_MP,origin,,0.000007191,Population accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,MG,Acc_MP,origin,,0.000007191,Population accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,MO,Acc_MP,origin,,0.000007191,Population accessibility - Medium Greater 9.6T,,,,,End
VehicleTourType,HS,Acc_HP,origin,,0.000007191,Population accessibility - Heavy,,,,,End
VehicleTourType,HG,Acc_HP,origin,,0.000007191,Population accessibility - Heavy,,,,,End
VehicleTourType,HO,Acc_HP,origin,,0.000007191,Population accessibility - Heavy,,,,,End
VehicleTourType,LG,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IG,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MG,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HG,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LS,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Ind,origin,,0,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Ind,origin,,0.6027,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IG,CVM_LU_Ind,origin,,0.6027,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IO,CVM_LU_Ind,origin,,0.6027,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Ind,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HG,CVM_LU_Ind,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Ind,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LS,CVM_LU_Emp,origin,,-0.7483,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Emp,origin,,-0.7483,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Emp,origin,,-0.7483,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Emp,origin,,-0.7483,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LO,CVM_LU_Emp,origin,,-0.5303,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IO,CVM_LU_Emp,origin,,-0.5303,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MO,CVM_LU_Emp,origin,,-0.5303,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Emp,origin,,-0.5303,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Emp,origin,,0.4739,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MG,CVM_LU_Emp,origin,,0.4739,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MO,CVM_LU_Emp,origin,,0.4739,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Emp,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HG,CVM_LU_Emp,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Emp,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LS,CVM_LU_Ret,origin,,-0.8507,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Ret,origin,,-0.8507,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Ret,origin,,-0.8507,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Ret,origin,,-0.8507,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Ret,origin,,-0.2942,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IG,CVM_LU_Ret,origin,,-0.2942,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IO,CVM_LU_Ret,origin,,-0.2942,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Ret,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HG,CVM_LU_Ret,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Ret,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LS,CVM_LU_Res,origin,,-0.3099,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Res,origin,,-0.3099,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Res,origin,,-0.3099,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Res,origin,,-0.3099,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LO,CVM_LU_Res,origin,,0.9274,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IO,CVM_LU_Res,origin,,0.9274,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MO,CVM_LU_Res,origin,,0.9274,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Res,origin,,0.9274,Tour Purpose Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IS,CVM_LU_Res,origin,,-1.292,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IG,CVM_LU_Res,origin,,-1.292,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,IO,CVM_LU_Res,origin,,-1.292,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MS,CVM_LU_Res,origin,,-0.4324,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MG,CVM_LU_Res,origin,,-0.4324,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,MO,CVM_LU_Res,origin,,-0.4324,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HS,CVM_LU_Res,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HG,CVM_LU_Res,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,HO,CVM_LU_Res,origin,,0,Vehicle Constant given land use type indicated in Index2,,,,,End
VehicleTourType,LG,PctIN,origin,,0.8801,percent employment industrial - Goods,,,,,End
VehicleTourType,IG,PctIN,origin,,0.8801,percent employment industrial - Goods,,,,,End
VehicleTourType,MG,PctIN,origin,,0.8801,percent employment industrial - Goods,,,,,End
VehicleTourType,HG,PctIN,origin,,0.8801,percent employment industrial - Goods,,,,,End
VehicleTourType,MS,PctIN,origin,,3.046,percent employment industrial - Medium Greater 9.6T,,,,,End
VehicleTourType,MG,PctIN,origin,,3.046,percent employment industrial - Medium Greater 9.6T,,,,,End
VehicleTourType,MO,PctIN,origin,,3.046,percent employment industrial - Medium Greater 9.6T,,,,,End
VehicleTourType,HS,PctIN,origin,,16.83,percent employment industrial - Heavy,,,,,End
VehicleTourType,HG,PctIN,origin,,16.83,percent employment industrial - Heavy,,,,,End
VehicleTourType,HO,PctIN,origin,,16.83,percent employment industrial - Heavy,,,,,End
VehicleTourType,IS,PctWH,origin,,0,percent employment wholesale - Medium Lesser 9.6T,,,,,End
VehicleTourType,IG,PctWH,origin,,0,percent employment wholesale - Medium Lesser 9.6T,,,,,End
VehicleTourType,IO,PctWH,origin,,0,percent employment wholesale - Medium Lesser 9.6T,,,,,End
VehicleTourType,MS,PctWH,origin,,0,percent employment wholesale - Medium Greater 9.6T,,,,,End
VehicleTourType,MG,PctWH,origin,,0,percent employment wholesale - Medium Greater 9.6T,,,,,End
VehicleTourType,MO,PctWH,origin,,0,percent employment wholesale - Medium Greater 9.6T,,,,,End
VehicleTourType,HS,PctWH,origin,,0,percent employment wholesale - Heavy,,,,,End
VehicleTourType,HG,PctWH,origin,,0,percent employment wholesale - Heavy,,,,,End
VehicleTourType,HO,PctWH,origin,,0,percent employment wholesale - Heavy,,,,,End
VehicleTourType,LG,,,,0,Tour Purpose Constant_MASTER for RE Goods,,,,,End
VehicleTourType,IG,,,,0,Tour Purpose Constant_slave for RE Goods (master in RE-Early),,,,,End
VehicleTourType,MG,,,,0,Tour Purpose Constant_slave for RE Goods (master in RE-Early),,,,,End
VehicleTourType,HG,,,,0,Tour Purpose Constant_slave for RE Goods (master in RE-Early),,,,,End
VehicleTourType,LS,,,,-0.3072,Tour Purpose Constant_MASTER for RE Service,,,,,End
VehicleTourType,IS,,,,-0.3072,Tour Purpose Constant_slave for RE Service (master in RE-Early),,,,,End
VehicleTourType,MS,,,,-0.3072,Tour Purpose Constant_slave for RE Service (master in RE-Early),,,,,End
VehicleTourType,HS,,,,-0.3072,Tour Purpose Constant_slave for RE Service (master in RE-Early),,,,,End
VehicleTourType,LO,,,,-3.1011,Tour Purpose Constant_MASTER for RE Other,,,,,End
VehicleTourType,IO,,,,-3.1011,Tour Purpose Constant_slave for RE Other (master in RE-Early),,,,,End
VehicleTourType,MO,,,,-3.1011,Tour Purpose Constant_slave for RE Other (master in RE-Early),,,,,End
VehicleTourType,HO,,,,-3.1011,Tour Purpose Constant_slave for RE Other (master in RE-Early),,,,,End
VehicleTourType,LS,,,,0,Vehicle Constant_MASTER for RE Light,,,,,End
VehicleTourType,LG,,,,0,Vehicle Constant_slave for RE Light (master RE RE_Early Light),,,,,End
VehicleTourType,LO,,,,0,Vehicle Constant_slave for RE Light (master RE RE_Early Light),,,,,End
VehicleTourType,IS,,,,-2.3854,Vehicle Constant_MASTER for RE Medium<=9.6T,,,,,End
VehicleTourType,IG,,,,-2.3854,Vehicle Constant_slave for RE Medium<=9.6T (master RE RE_Early Medium<=9.6T),,,,,End
VehicleTourType,IO,,,,-2.3854,Vehicle Constant_slave for RE Medium<=9.6T (master RE RE_Early Medium<=9.6T),,,,,End
VehicleTourType,MS,,,,-2.2121,Vehicle Constant_MASTER for RE Medium>9.6T,,,,,End
VehicleTourType,MG,,,,-2.2121,Vehicle Constant_slave for RE Medium>9.6T (master RE RE_Early Medium>9.6T),,,,,End
VehicleTourType,MO,,,,-2.2121,Vehicle Constant_slave for RE Medium>9.6T (master RE RE_Early Medium>9.6T),,,,,End
VehicleTourType,HS,,,,-9.6302,Vehicle Constant_MASTER for RE Heavy,,,,,End
VehicleTourType,HG,,,,-9.6302,Vehicle Constant_slave for RE Heavy (master RE RE_Early Heavy),,,,,End
VehicleTourType,HO,,,,-9.6302,Vehicle Constant_slave for RE Heavy (master RE RE_Early Heavy),,,,,End
LSStopType,S,,,,2.707,alternative specific constant,,,,,
LSStopType,S,,logStopCount,service,0.6021,ln ( number of previous stops for service purpose +1),,,,,
LSStopType,O,,logStopCount,other,0.9202,ln ( number of previous stops for other purpose + 1),,,,,
LSStopType,O,,totalAccumulator,,0.1532,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LSStopType,R,,logStopCount,all,-0.1112,ln ( number of previous stops for all purposes + 1),,,,,
LSStopType,R,,travelDisutility,origin,0.05538,0.1 times the travel disutility to return to origin,,,,,
LSStopType,R,,timeAccumulator,,-0.0008995,total light vehicle drive time since start of tour (minutes),,,,,
LSStopType,R,,totalAccumulator,,0.1837,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LSStopType,R,,,,2.753,alternative specific constant,,,,,
LGStopType,G,,,,3.725,alternative specific constant,,,,,
LGStopType,G,,logStopCount,goods,0.1141,ln ( number of previous stops for service purpose +1),,,,,
LGStopType,O,,logStopCount,other,1.557,ln ( number of previous stops for other purpose + 1),,,,,
LGStopType,O,,totalAccumulator,,-0.1128,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LGStopType,R,,logStopCount,all,-1.519,ln ( number of previous stops for all purposes + 1),,,,,
LGStopType,R,,travelDisutility,origin,-0.03348,0.1 times the travel disutility to return to origin,,,,,
LGStopType,R,,timeAccumulator,,0.00893,total light vehicle drive time since start of tour (minutes),,,,,
LGStopType,R,,totalAccumulator,,0.2083,Total light vehicle time since start of tour (minutes) - travel time plus stop duration time,,,,,
LGStopType,R,,,,4.206,alternative specific constant,,,,,
LOStopType,O,,,,0,alternative specific constant,,,,,
LOStopType,R,Acc_LE,cstop,,7.02E-07,accessibility to employment,,,,,
LOStopType,R,,logStopCount,all,-3.38,ln ( number of previous stops for all purposes + 1),,,,,
LOStopType,R,,travelDisutility,origin,0.2696,0.1 times the travel disutility to return to origin,,,,,
LOStopType,R,,timeAccumulator,,0,total light vehicle drive time since start of tour (minutes),,,,,
