tripmode,tourmode,purpose,value,grp_var
3,PNR-Transit,work,431.7501869,worktourmode7
4,PNR-Transit,work,403.3818978,worktourmode7
5,PNR-Transit,work,0,worktourmode7
6,PNR-Transit,work,1628.583312,worktourmode7
7,PNR-Transit,work,6347.962,worktourmode7
8,PNR-Transit,work,30.85608124,worktourmode7
9,PNR-Transit,work,0,worktourmode7
1,KNR-Transit,work,6038.287885,worktourmode8
2,KNR-Transit,work,9640.933845,worktourmode8
3,KNR-Transit,work,1471.999614,worktourmode8
4,KNR-Transit,work,2059.6251,worktourmode8
5,KNR-Transit,work,0,worktourmode8
6,KNR-Transit,work,2932.64923,worktourmode8
7,KNR-Transit,work,0,worktourmode8
8,KNR-Transit,work,9140.189919,worktourmode8
9,KNR-Transit,work,0,worktourmode8
1,School Bus,work,245.4968,worktourmode9
2,School Bus,work,16.2642,worktourmode9
3,School Bus,work,0,worktourmode9
4,School Bus,work,111.2358,worktourmode9
5,School Bus,work,91.5968,worktourmode9
6,School Bus,work,0,worktourmode9
7,School Bus,work,0,worktourmode9
8,School Bus,work,0,worktourmode9
9,School Bus,work,0,worktourmode9
1,Total,work,2628799.93,workTotal
2,Total,work,469278.1678,workTotal
3,Total,work,177256.9928,workTotal
4,Total,work,165499.2763,workTotal
5,Total,work,45762.81181,workTotal
6,Total,work,92232.96,workTotal
7,Total,work,6347.962,workTotal
8,Total,work,9171.046,workTotal
9,Total,work,0,workTotal
1,Auto SOV,univ,201580.746,univtourmode1
2,Auto SOV,univ,0,univtourmode1
3,Auto SOV,univ,0,univtourmode1
4,Auto SOV,univ,29552.79873,univtourmode1
5,Auto SOV,univ,0,univtourmode1
6,Auto SOV,univ,0,univtourmode1
7,Auto SOV,univ,0,univtourmode1
8,Auto SOV,univ,0,univtourmode1
9,Auto SOV,univ,0,univtourmode1
1,Auto 2 Person,univ,30504.10309,univtourmode2
2,Auto 2 Person,univ,65177.29727,univtourmode2
3,Auto 2 Person,univ,0,univtourmode2
4,Auto 2 Person,univ,8757.167199,univtourmode2
5,Auto 2 Person,univ,0,univtourmode2
6,Auto 2 Person,univ,0,univtourmode2
7,Auto 2 Person,univ,0,univtourmode2
8,Auto 2 Person,univ,0,univtourmode2
9,Auto 2 Person,univ,0,univtourmode2
1,Auto 3+ Person,univ,11962.52219,univtourmode3
2,Auto 3+ Person,univ,11199.16923,univtourmode3
3,Auto 3+ Person,univ,53921.49731,univtourmode3
4,Auto 3+ Person,univ,3355.707928,univtourmode3
5,Auto 3+ Person,univ,0,univtourmode3
6,Auto 3+ Person,univ,0,univtourmode3
7,Auto 3+ Person,univ,0,univtourmode3
8,Auto 3+ Person,univ,0,univtourmode3
9,Auto 3+ Person,univ,0,univtourmode3
1,Walk,univ,0,univtourmode4
2,Walk,univ,0,univtourmode4
3,Walk,univ,0,univtourmode4
4,Walk,univ,19067.45865,univtourmode4
5,Walk,univ,0,univtourmode4
6,Walk,univ,0,univtourmode4
7,Walk,univ,0,univtourmode4
8,Walk,univ,0,univtourmode4
9,Walk,univ,0,univtourmode4
1,Bike/Moped,univ,2101.977516,univtourmode5
2,Bike/Moped,univ,612.0239405,univtourmode5
3,Bike/Moped,univ,580.747425,univtourmode5
4,Bike/Moped,univ,740.2241533,univtourmode5
5,Bike/Moped,univ,3534.598939,univtourmode5
6,Bike/Moped,univ,0,univtourmode5
7,Bike/Moped,univ,0,univtourmode5
8,Bike/Moped,univ,0,univtourmode5
9,Bike/Moped,univ,0,univtourmode5
1,Walk-Transit,univ,1134.910531,univtourmode6
2,Walk-Transit,univ,3548.342924,univtourmode6
3,Walk-Transit,univ,547.4097769,univtourmode6
4,Walk-Transit,univ,12286.20003,univtourmode6
5,Walk-Transit,univ,47.58445746,univtourmode6
6,Walk-Transit,univ,36054.17153,univtourmode6
7,Walk-Transit,univ,0,univtourmode6
8,Walk-Transit,univ,0,univtourmode6
9,Walk-Transit,univ,2186.548724,univtourmode6
1,PNR-Transit,univ,151.9924349,univtourmode7
2,PNR-Transit,univ,685.5748587,univtourmode7
3,PNR-Transit,univ,192.1468871,univtourmode7
4,PNR-Transit,univ,246.2744784,univtourmode7
5,PNR-Transit,univ,0,univtourmode7
6,PNR-Transit,univ,824.6776786,univtourmode7
7,PNR-Transit,univ,1527.7819,univtourmode7
8,PNR-Transit,univ,0,univtourmode7
9,PNR-Transit,univ,0,univtourmode7
1,KNR-Transit,univ,0,univtourmode8
2,KNR-Transit,univ,0,univtourmode8
3,KNR-Transit,univ,0,univtourmode8
4,KNR-Transit,univ,4331.066813,univtourmode8
5,KNR-Transit,univ,0,univtourmode8
6,KNR-Transit,univ,4446.745791,univtourmode8
7,KNR-Transit,univ,0,univtourmode8
8,KNR-Transit,univ,3063.7254,univtourmode8
9,KNR-Transit,univ,0,univtourmode8
1,School Bus,univ,65.2657,univtourmode9
2,School Bus,univ,0,univtourmode9
3,School Bus,univ,162.98715,univtourmode9
4,School Bus,univ,0,univtourmode9
5,School Bus,univ,0,univtourmode9
6,School Bus,univ,0,univtourmode9
7,School Bus,univ,0,univtourmode9
8,School Bus,univ,0,univtourmode9
9,School Bus,univ,5952.887163,univtourmode9
1,Total,univ,247501.5175,univTotal
2,Total,univ,81222.40822,univTotal
3,Total,univ,55404.78855,univTotal
4,Total,univ,78336.89798,univTotal
5,Total,univ,3582.183397,univTotal
6,Total,univ,41325.595,univTotal
7,Total,univ,1527.7819,univTotal
8,Total,univ,3063.7254,univTotal
9,Total,univ,8139.435886,univTotal
1,Auto SOV,schl,35374.94521,schltourmode1
2,Auto SOV,schl,0,schltourmode1
3,Auto SOV,schl,0,schltourmode1
4,Auto SOV,schl,3777.155895,schltourmode1
5,Auto SOV,schl,0,schltourmode1
6,Auto SOV,schl,0,schltourmode1
7,Auto SOV,schl,0,schltourmode1
8,Auto SOV,schl,0,schltourmode1
9,Auto SOV,schl,0,schltourmode1
1,Auto 2 Person,schl,6218.256031,schltourmode2
2,Auto 2 Person,schl,170118.6067,schltourmode2
3,Auto 2 Person,schl,0,schltourmode2
4,Auto 2 Person,schl,9248.214714,schltourmode2
5,Auto 2 Person,schl,0,schltourmode2
6,Auto 2 Person,schl,0,schltourmode2
7,Auto 2 Person,schl,0,schltourmode2
8,Auto 2 Person,schl,0,schltourmode2
9,Auto 2 Person,schl,0,schltourmode2
1,Auto 3+ Person,schl,2774.506578,schltourmode3
2,Auto 3+ Person,schl,111387.9646,schltourmode3
3,Auto 3+ Person,schl,569389.3157,schltourmode3
4,Auto 3+ Person,schl,31390.90678,schltourmode3
5,Auto 3+ Person,schl,0,schltourmode3
6,Auto 3+ Person,schl,0,schltourmode3
7,Auto 3+ Person,schl,0,schltourmode3
8,Auto 3+ Person,schl,0,schltourmode3
9,Auto 3+ Person,schl,0,schltourmode3
1,Walk,schl,0,schltourmode4
2,Walk,schl,0,schltourmode4
3,Walk,schl,0,schltourmode4
4,Walk,schl,47121.85669,schltourmode4
5,Walk,schl,0,schltourmode4
6,Walk,schl,0,schltourmode4
7,Walk,schl,0,schltourmode4
8,Walk,schl,0,schltourmode4
9,Walk,schl,0,schltourmode4
1,Bike/Moped,schl,0,schltourmode5
2,Bike/Moped,schl,52.73584,schltourmode5
3,Bike/Moped,schl,235.12424,schltourmode5
4,Bike/Moped,schl,165.69853,schltourmode5
5,Bike/Moped,schl,12676.69034,schltourmode5
6,Bike/Moped,schl,0,schltourmode5
7,Bike/Moped,schl,0,schltourmode5
8,Bike/Moped,schl,0,schltourmode5
9,Bike/Moped,schl,0,schltourmode5
1,Walk-Transit,schl,0,schltourmode6
2,Walk-Transit,schl,395.6556257,schltourmode6
3,Walk-Transit,schl,2217.776617,schltourmode6
4,Walk-Transit,schl,637.047087,schltourmode6
5,Walk-Transit,schl,0,schltourmode6
6,Walk-Transit,schl,12441.72356,schltourmode6
7,Walk-Transit,schl,0,schltourmode6
8,Walk-Transit,schl,0,schltourmode6
9,Walk-Transit,schl,154.1383338,schltourmode6
1,PNR-Transit,schl,0,schltourmode7
2,PNR-Transit,schl,30.37975546,schltourmode7
3,PNR-Transit,schl,0,schltourmode7
4,PNR-Transit,schl,0,schltourmode7
5,PNR-Transit,schl,0,schltourmode7
6,PNR-Transit,schl,28.04449458,schltourmode7
7,PNR-Transit,schl,41.43658,schltourmode7
8,PNR-Transit,schl,0,schltourmode7
9,PNR-Transit,schl,0,schltourmode7
1,KNR-Transit,schl,0,schltourmode8
2,KNR-Transit,schl,0,schltourmode8
3,KNR-Transit,schl,799.1844357,schltourmode8
4,KNR-Transit,schl,799.1844357,schltourmode8
5,KNR-Transit,schl,0,schltourmode8
6,KNR-Transit,schl,737.7519415,schltourmode8
7,KNR-Transit,schl,0,schltourmode8
8,KNR-Transit,schl,847.99488,schltourmode8
9,KNR-Transit,schl,0,schltourmode8
1,School Bus,schl,135.1548,schltourmode9
2,School Bus,schl,1549.292148,schltourmode9
3,School Bus,schl,3265.826928,schltourmode9
4,School Bus,schl,43.11956,schltourmode9
5,School Bus,schl,0,schltourmode9
6,School Bus,schl,0,schltourmode9
7,School Bus,schl,0,schltourmode9
8,School Bus,schl,0,schltourmode9
9,School Bus,schl,20595.99375,schltourmode9
1,Total,schl,44502.86262,schlTotal
2,Total,schl,283534.6347,schlTotal
3,Total,schl,575907.2279,schlTotal
4,Total,schl,93183.18369,schlTotal
5,Total,schl,12676.69034,schlTotal
6,Total,schl,13207.52,schlTotal
7,Total,schl,41.43658,schlTotal
8,Total,schl,847.99488,schlTotal
9,Total,schl,20750.13208,schlTotal
1,Auto SOV,imain,869520.6318,imaintourmode1
2,Auto SOV,imain,0,imaintourmode1
3,Auto SOV,imain,0,imaintourmode1
4,Auto SOV,imain,9417.593623,imaintourmode1
5,Auto SOV,imain,0,imaintourmode1
6,Auto SOV,imain,0,imaintourmode1
7,Auto SOV,imain,0,imaintourmode1
8,Auto SOV,imain,0,imaintourmode1
9,Auto SOV,imain,0,imaintourmode1
1,Auto 2 Person,imain,239437.2007,imaintourmode2
2,Auto 2 Person,imain,536880.9045,imaintourmode2
3,Auto 2 Person,imain,0,imaintourmode2
4,Auto 2 Person,imain,9460.954823,imaintourmode2
5,Auto 2 Person,imain,0,imaintourmode2
6,Auto 2 Person,imain,0,imaintourmode2
7,Auto 2 Person,imain,0,imaintourmode2
8,Auto 2 Person,imain,0,imaintourmode2
9,Auto 2 Person,imain,0,imaintourmode2
1,Auto 3+ Person,imain,107309.0348,imaintourmode3
2,Auto 3+ Person,imain,202597.7799,imaintourmode3
3,Auto 3+ Person,imain,710458.5213,imaintourmode3
4,Auto 3+ Person,imain,7712.751548,imaintourmode3
5,Auto 3+ Person,imain,0,imaintourmode3
6,Auto 3+ Person,imain,0,imaintourmode3
7,Auto 3+ Person,imain,0,imaintourmode3
8,Auto 3+ Person,imain,0,imaintourmode3
9,Auto 3+ Person,imain,0,imaintourmode3
1,Walk,imain,0,imaintourmode4
2,Walk,imain,0,imaintourmode4
3,Walk,imain,0,imaintourmode4
4,Walk,imain,132286.6007,imaintourmode4
5,Walk,imain,0,imaintourmode4
6,Walk,imain,0,imaintourmode4
7,Walk,imain,0,imaintourmode4
8,Walk,imain,0,imaintourmode4
9,Walk,imain,0,imaintourmode4
1,Bike/Moped,imain,743.50512,imaintourmode5
2,Bike/Moped,imain,272.5757264,imaintourmode5
3,Bike/Moped,imain,104.52752,imaintourmode5
4,Bike/Moped,imain,408.1536233,imaintourmode5
5,Bike/Moped,imain,11740.20267,imaintourmode5
6,Bike/Moped,imain,0,imaintourmode5
7,Bike/Moped,imain,0,imaintourmode5
8,Bike/Moped,imain,0,imaintourmode5
9,Bike/Moped,imain,0,imaintourmode5
1,Walk-Transit,imain,848.4778285,imaintourmode6
2,Walk-Transit,imain,994.5230737,imaintourmode6
3,Walk-Transit,imain,1614.643418,imaintourmode6
4,Walk-Transit,imain,2119.838053,imaintourmode6
5,Walk-Transit,imain,10.32430627,imaintourmode6
6,Walk-Transit,imain,30687.03973,imaintourmode6
7,Walk-Transit,imain,0,imaintourmode6
8,Walk-Transit,imain,0,imaintourmode6
9,Walk-Transit,imain,0,imaintourmode6
1,PNR-Transit,imain,187.0008921,imaintourmode7
2,PNR-Transit,imain,99.97924241,imaintourmode7
3,PNR-Transit,imain,24.74940335,imaintourmode7
4,PNR-Transit,imain,73.87071795,imaintourmode7
5,PNR-Transit,imain,0,imaintourmode7
6,PNR-Transit,imain,28.90276545,imaintourmode7
7,PNR-Transit,imain,311.31556,imaintourmode7
8,PNR-Transit,imain,0,imaintourmode7
9,PNR-Transit,imain,0,imaintourmode7
1,KNR-Transit,imain,0,imaintourmode8
2,KNR-Transit,imain,1827.951501,imaintourmode8
3,KNR-Transit,imain,6870.151785,imaintourmode8
4,KNR-Transit,imain,85.49219486,imaintourmode8
5,KNR-Transit,imain,0,imaintourmode8
6,KNR-Transit,imain,85.77474627,imaintourmode8
7,KNR-Transit,imain,0,imaintourmode8
8,KNR-Transit,imain,1969.652129,imaintourmode8
9,KNR-Transit,imain,0,imaintourmode8
1,School Bus,imain,0,imaintourmode9
2,School Bus,imain,0,imaintourmode9
3,School Bus,imain,0,imaintourmode9
4,School Bus,imain,78.37416,imaintourmode9
5,School Bus,imain,0,imaintourmode9
6,School Bus,imain,0,imaintourmode9
7,School Bus,imain,0,imaintourmode9
8,School Bus,imain,0,imaintourmode9
9,School Bus,imain,78.37416,imaintourmode9
1,Total,imain,1218045.851,imainTotal
2,Total,imain,742673.714,imainTotal
3,Total,imain,719072.5935,imainTotal
4,Total,imain,161643.6295,imainTotal
5,Total,imain,11750.52698,imainTotal
6,Total,imain,30801.71724,imainTotal
7,Total,imain,311.31556,imainTotal
8,Total,imain,1969.652129,imainTotal
9,Total,imain,78.37416,imainTotal
1,Auto SOV,idisc,661989.1049,idisctourmode1
2,Auto SOV,idisc,0,idisctourmode1
3,Auto SOV,idisc,0,idisctourmode1
4,Auto SOV,idisc,34065.56793,idisctourmode1
5,Auto SOV,idisc,0,idisctourmode1
6,Auto SOV,idisc,0,idisctourmode1
7,Auto SOV,idisc,0,idisctourmode1
8,Auto SOV,idisc,0,idisctourmode1
9,Auto SOV,idisc,0,idisctourmode1
1,Auto 2 Person,idisc,88949.90738,idisctourmode2
2,Auto 2 Person,idisc,355995.3398,idisctourmode2
3,Auto 2 Person,idisc,0,idisctourmode2
4,Auto 2 Person,idisc,23775.71424,idisctourmode2
5,Auto 2 Person,idisc,0,idisctourmode2
6,Auto 2 Person,idisc,0,idisctourmode2
7,Auto 2 Person,idisc,0,idisctourmode2
8,Auto 2 Person,idisc,0,idisctourmode2
9,Auto 2 Person,idisc,0,idisctourmode2
1,Auto 3+ Person,idisc,37688.40401,idisctourmode3
2,Auto 3+ Person,idisc,74420.034,idisctourmode3
3,Auto 3+ Person,idisc,348102.51,idisctourmode3
4,Auto 3+ Person,idisc,21940.99074,idisctourmode3
5,Auto 3+ Person,idisc,0,idisctourmode3
6,Auto 3+ Person,idisc,0,idisctourmode3
7,Auto 3+ Person,idisc,0,idisctourmode3
8,Auto 3+ Person,idisc,0,idisctourmode3
9,Auto 3+ Person,idisc,0,idisctourmode3
1,Walk,idisc,0,idisctourmode4
2,Walk,idisc,0,idisctourmode4
3,Walk,idisc,0,idisctourmode4
4,Walk,idisc,194343.9905,idisctourmode4
5,Walk,idisc,0,idisctourmode4
6,Walk,idisc,0,idisctourmode4
7,Walk,idisc,0,idisctourmode4
8,Walk,idisc,0,idisctourmode4
9,Walk,idisc,0,idisctourmode4
1,Bike/Moped,idisc,3174.526549,idisctourmode5
2,Bike/Moped,idisc,2667.975773,idisctourmode5
3,Bike/Moped,idisc,623.58819,idisctourmode5
4,Bike/Moped,idisc,1609.9168,idisctourmode5
5,Bike/Moped,idisc,29121.42707,idisctourmode5
6,Bike/Moped,idisc,0,idisctourmode5
7,Bike/Moped,idisc,0,idisctourmode5
8,Bike/Moped,idisc,0,idisctourmode5
9,Bike/Moped,idisc,0,idisctourmode5
1,Walk-Transit,idisc,211.4323479,idisctourmode6
2,Walk-Transit,idisc,1415.988661,idisctourmode6
3,Walk-Transit,idisc,746.6461959,idisctourmode6
4,Walk-Transit,idisc,3362.241716,idisctourmode6
5,Walk-Transit,idisc,9.834981418,idisctourmode6
6,Walk-Transit,idisc,23046.92996,idisctourmode6
7,Walk-Transit,idisc,0,idisctourmode6
8,Walk-Transit,idisc,0,idisctourmode6
9,Walk-Transit,idisc,0,idisctourmode6
1,PNR-Transit,idisc,72.28616971,idisctourmode7
2,PNR-Transit,idisc,108.5558453,idisctourmode7
3,PNR-Transit,idisc,121.8474072,idisctourmode7
4,PNR-Transit,idisc,98.88378529,idisctourmode7
5,PNR-Transit,idisc,23.65563891,idisctourmode7
6,PNR-Transit,idisc,161.4111044,idisctourmode7
7,PNR-Transit,idisc,359.42626,idisctourmode7
8,PNR-Transit,idisc,0,idisctourmode7
9,PNR-Transit,idisc,0,idisctourmode7
1,KNR-Transit,idisc,0,idisctourmode8
2,KNR-Transit,idisc,950.9528298,idisctourmode8
3,KNR-Transit,idisc,2951.580791,idisctourmode8
4,KNR-Transit,idisc,546.8249308,idisctourmode8
5,KNR-Transit,idisc,0,idisctourmode8
6,KNR-Transit,idisc,2282.768936,idisctourmode8
7,KNR-Transit,idisc,0,idisctourmode8
8,KNR-Transit,idisc,4045.1708,idisctourmode8
9,KNR-Transit,idisc,0,idisctourmode8
1,School Bus,idisc,21.91304,idisctourmode9
2,School Bus,idisc,21.91304,idisctourmode9
3,School Bus,idisc,0,idisctourmode9
4,School Bus,idisc,21.91304,idisctourmode9
5,School Bus,idisc,0,idisctourmode9
6,School Bus,idisc,0,idisctourmode9
7,School Bus,idisc,0,idisctourmode9
8,School Bus,idisc,0,idisctourmode9
9,School Bus,idisc,10.95652,idisctourmode9
1,Total,idisc,792107.5744,idiscTotal
2,Total,idisc,435580.76,idiscTotal
3,Total,idisc,352546.1726,idiscTotal
4,Total,idisc,279766.0437,idiscTotal
5,Total,idisc,29154.91769,idiscTotal
6,Total,idisc,25491.11,idiscTotal
7,Total,idisc,359.42626,idiscTotal
8,Total,idisc,4045.1708,idiscTotal
9,Total,idisc,10.95652,idiscTotal
1,Auto SOV,jmain,0,jmaintourmode1
2,Auto SOV,jmain,0,jmaintourmode1
3,Auto SOV,jmain,0,jmaintourmode1
4,Auto SOV,jmain,0,jmaintourmode1
5,Auto SOV,jmain,0,jmaintourmode1
6,Auto SOV,jmain,0,jmaintourmode1
7,Auto SOV,jmain,0,jmaintourmode1
8,Auto SOV,jmain,0,jmaintourmode1
9,Auto SOV,jmain,0,jmaintourmode1
1,Auto 2 Person,jmain,0,jmaintourmode2
2,Auto 2 Person,jmain,168048.0516,jmaintourmode2
3,Auto 2 Person,jmain,0,jmaintourmode2
4,Auto 2 Person,jmain,474.74376,jmaintourmode2
5,Auto 2 Person,jmain,0,jmaintourmode2
6,Auto 2 Person,jmain,0,jmaintourmode2
7,Auto 2 Person,jmain,0,jmaintourmode2
8,Auto 2 Person,jmain,0,jmaintourmode2
9,Auto 2 Person,jmain,0,jmaintourmode2
1,Auto 3+ Person,jmain,0,jmaintourmode3
2,Auto 3+ Person,jmain,4966.107857,jmaintourmode3
3,Auto 3+ Person,jmain,59125.54876,jmaintourmode3
4,Auto 3+ Person,jmain,441.8737433,jmaintourmode3
5,Auto 3+ Person,jmain,0,jmaintourmode3
6,Auto 3+ Person,jmain,0,jmaintourmode3
7,Auto 3+ Person,jmain,0,jmaintourmode3
8,Auto 3+ Person,jmain,0,jmaintourmode3
9,Auto 3+ Person,jmain,0,jmaintourmode3
1,Walk,jmain,0,jmaintourmode4
2,Walk,jmain,0,jmaintourmode4
3,Walk,jmain,0,jmaintourmode4
4,Walk,jmain,9446.280895,jmaintourmode4
5,Walk,jmain,0,jmaintourmode4
6,Walk,jmain,0,jmaintourmode4
7,Walk,jmain,0,jmaintourmode4
8,Walk,jmain,0,jmaintourmode4
9,Walk,jmain,0,jmaintourmode4
1,Bike/Moped,jmain,0,jmaintourmode5
2,Bike/Moped,jmain,52.24288,jmaintourmode5
3,Bike/Moped,jmain,0,jmaintourmode5
4,Bike/Moped,jmain,0,jmaintourmode5
5,Bike/Moped,jmain,169.7091467,jmaintourmode5
6,Bike/Moped,jmain,0,jmaintourmode5
7,Bike/Moped,jmain,0,jmaintourmode5
8,Bike/Moped,jmain,0,jmaintourmode5
9,Bike/Moped,jmain,0,jmaintourmode5
1,Walk-Transit,jmain,0,jmaintourmode6
2,Walk-Transit,jmain,202.7611734,jmaintourmode6
3,Walk-Transit,jmain,0,jmaintourmode6
4,Walk-Transit,jmain,4216.950441,jmaintourmode6
5,Walk-Transit,jmain,0,jmaintourmode6
6,Walk-Transit,jmain,4749.31138,jmaintourmode6
7,Walk-Transit,jmain,0,jmaintourmode6
8,Walk-Transit,jmain,0,jmaintourmode6
9,Walk-Transit,jmain,0,jmaintourmode6
1,PNR-Transit,jmain,0,jmaintourmode7
2,PNR-Transit,jmain,0,jmaintourmode7
3,PNR-Transit,jmain,0,jmaintourmode7
4,PNR-Transit,jmain,0,jmaintourmode7
5,PNR-Transit,jmain,0,jmaintourmode7
6,PNR-Transit,jmain,0,jmaintourmode7
7,PNR-Transit,jmain,0,jmaintourmode7
8,PNR-Transit,jmain,0,jmaintourmode7
9,PNR-Transit,jmain,0,jmaintourmode7
1,KNR-Transit,jmain,0,jmaintourmode8
2,KNR-Transit,jmain,0,jmaintourmode8
3,KNR-Transit,jmain,0,jmaintourmode8
4,KNR-Transit,jmain,0,jmaintourmode8
5,KNR-Transit,jmain,0,jmaintourmode8
6,KNR-Transit,jmain,0,jmaintourmode8
7,KNR-Transit,jmain,0,jmaintourmode8
8,KNR-Transit,jmain,0,jmaintourmode8
9,KNR-Transit,jmain,0,jmaintourmode8
1,School Bus,jmain,0,jmaintourmode9
2,School Bus,jmain,0,jmaintourmode9
3,School Bus,jmain,0,jmaintourmode9
4,School Bus,jmain,0,jmaintourmode9
5,School Bus,jmain,0,jmaintourmode9
6,School Bus,jmain,0,jmaintourmode9
7,School Bus,jmain,0,jmaintourmode9
8,School Bus,jmain,0,jmaintourmode9
9,School Bus,jmain,0,jmaintourmode9
1,Total,jmain,0,jmainTotal
2,Total,jmain,173269.1635,jmainTotal
3,Total,jmain,59125.54876,jmainTotal
4,Total,jmain,14579.84884,jmainTotal
5,Total,jmain,169.7091467,jmainTotal
6,Total,jmain,4749.31138,jmainTotal
7,Total,jmain,0,jmainTotal
8,Total,jmain,0,jmainTotal
9,Total,jmain,0,jmainTotal
1,Auto SOV,jdisc,0,jdisctourmode1
2,Auto SOV,jdisc,0,jdisctourmode1
3,Auto SOV,jdisc,0,jdisctourmode1
4,Auto SOV,jdisc,0,jdisctourmode1
5,Auto SOV,jdisc,0,jdisctourmode1
6,Auto SOV,jdisc,0,jdisctourmode1
7,Auto SOV,jdisc,0,jdisctourmode1
8,Auto SOV,jdisc,0,jdisctourmode1
9,Auto SOV,jdisc,0,jdisctourmode1
1,Auto 2 Person,jdisc,0,jdisctourmode2
2,Auto 2 Person,jdisc,111191.3442,jdisctourmode2
3,Auto 2 Person,jdisc,0,jdisctourmode2
4,Auto 2 Person,jdisc,2242.249639,jdisctourmode2
5,Auto 2 Person,jdisc,0,jdisctourmode2
6,Auto 2 Person,jdisc,0,jdisctourmode2
7,Auto 2 Person,jdisc,0,jdisctourmode2
8,Auto 2 Person,jdisc,0,jdisctourmode2
9,Auto 2 Person,jdisc,0,jdisctourmode2
1,Auto 3+ Person,jdisc,66.02,jdisctourmode3
2,Auto 3+ Person,jdisc,2413.219332,jdisctourmode3
3,Auto 3+ Person,jdisc,58631.56799,jdisctourmode3
4,Auto 3+ Person,jdisc,847.931545,jdisctourmode3
5,Auto 3+ Person,jdisc,0,jdisctourmode3
6,Auto 3+ Person,jdisc,0,jdisctourmode3
7,Auto 3+ Person,jdisc,0,jdisctourmode3
8,Auto 3+ Person,jdisc,0,jdisctourmode3
9,Auto 3+ Person,jdisc,0,jdisctourmode3
1,Walk,jdisc,0,jdisctourmode4
2,Walk,jdisc,0,jdisctourmode4
3,Walk,jdisc,0,jdisctourmode4
4,Walk,jdisc,16913.64563,jdisctourmode4
5,Walk,jdisc,0,jdisctourmode4
6,Walk,jdisc,0,jdisctourmode4
7,Walk,jdisc,0,jdisctourmode4
8,Walk,jdisc,0,jdisctourmode4
9,Walk,jdisc,0,jdisctourmode4
1,Bike/Moped,jdisc,0,jdisctourmode5
2,Bike/Moped,jdisc,32.63235,jdisctourmode5
3,Bike/Moped,jdisc,26.02272,jdisctourmode5
4,Bike/Moped,jdisc,0,jdisctourmode5
5,Bike/Moped,jdisc,156.0219138,jdisctourmode5
6,Bike/Moped,jdisc,0,jdisctourmode5
7,Bike/Moped,jdisc,0,jdisctourmode5
8,Bike/Moped,jdisc,0,jdisctourmode5
9,Bike/Moped,jdisc,0,jdisctourmode5
1,Walk-Transit,jdisc,0,jdisctourmode6
2,Walk-Transit,jdisc,0,jdisctourmode6
3,Walk-Transit,jdisc,0,jdisctourmode6
4,Walk-Transit,jdisc,0,jdisctourmode6
5,Walk-Transit,jdisc,0,jdisctourmode6
6,Walk-Transit,jdisc,0,jdisctourmode6
